Unnamed: 0,MathScore,ReadingScore,WritingScore
305,70,57,56
306,78,80,73
307,75,68,69
308,66,65,65
309,56,74,78
310,63,74,75
311,69,55,53
312,77,66,63
313,68,55,59
314,57,59,56
315,69,76,73
316,66,53,50
317,50,70,60
318,58,60,58
319,83,77,75
320,85,97,100
321,78,77,69
322,62,68,68
323,44,52,49
324,96,94,96
325,66,82,85
326,87,73,73
327,72,88,88
328,64,54,53
329,80,74,77
330,63,73,64
331,68,65,68
332,67,82,81
333,94,73,82
334,56,58,58
335,50,52,43
336,69,66,62
337,79,94,95
338,78,84,85
339,58,55,56
340,57,66,75
341,67,67,69
342,58,64,58
343,75,66,63
344,75,82,88
345,64,54,46
346,100,100,99
347,85,91,94
348,69,75,75
349,63,59,61
350,55,69,74
351,83,93,93
352,95,82,78
353,90,100,100
354,51,60,64
355,51,53,46
357,49,51,50
358,60,73,64
359,69,71,73
360,86,82,77
361,85,76,76
362,62,60,64
363,87,91,94
364,62,57,52
365,48,64,72
366,69,92,94
367,84,71,72
368,59,67,71
369,73,64,59
370,92,89,77
372,39,42,43
373,67,61,65
374,49,68,67
375,48,55,53
376,52,62,61
377,61,62,61
378,63,79,85
379,54,43,40
380,81,89,87
381,72,72,68
382,58,58,66
383,72,75,72
384,63,69,67
385,54,49,49
386,70,89,94
387,88,97,95
388,67,85,80
389,76,86,78
390,93,81,83
391,54,55,63
392,91,74,75
393,84,81,88
394,50,52,49
395,79,87,75
396,78,94,89
397,46,48,48
398,55,51,50
399,58,70,72
400,83,91,82
401,66,64,67
402,82,86,84
403,68,71,73
404,69,72,66
405,82,82,79
406,71,66,66
407,54,34,38
408,40,39,39
409,54,43,47
410,69,74,68
411,38,36,33
412,54,54,54
413,57,58,52
414,42,41,42
415,61,56,55
416,58,66,55
417,42,60,56
418,39,43,36
419,78,76,70
420,49,56,56
421,69,79,76
422,62,76,65
423,63,55,54
424,57,45,39
425,52,40,44
426,100,98,100
427,97,79,77
428,49,54,53
429,73,86,91
430,60,64,61
431,67,63,64
432,68,82,81
433,64,59,61
434,89,78,81
435,58,64,67
436,76,66,68
437,43,54,53
438,84,72,71
439,65,58,59
440,76,76,67
441,68,52,53
442,72,68,68
443,69,73,65
444,67,72,71
445,80,85,74
447,38,56,53
448,58,61,62
449,75,76,82
450,61,63,65
451,37,41,48
452,72,85,89
453,80,96,93
454,35,49,52
455,58,44,51
456,79,66,64
457,55,56,48
458,52,49,50
459,82,85,83
460,72,71,65
461,95,99,99
462,60,66,56
463,70,83,73
464,87,98,96
465,83,88,87
466,73,73,73
467,58,58,50
468,84,87,93
469,55,62,56
470,49,66,65
471,75,70,69
472,79,75,68
473,82,94,93
474,83,85,79
475,73,80,92
476,46,49,48
477,39,43,42
478,47,76,71
479,59,66,65
480,79,73,76
481,94,97,100
482,77,71,68
483,80,62,69
484,78,82,81
485,69,92,84
486,71,70,69
487,61,63,66
488,80,80,82
489,95,89,90
490,64,71,70
491,58,52,53
492,84,89,91
493,52,63,59
494,65,75,68
495,41,37,30
496,89,73,76
497,87,80,78
498,71,75,79
499,65,49,54
500,73,75,63
501,72,69,68
502,42,60,55
503,55,61,51
504,78,66,62
505,37,49,46
506,84,79,75
507,71,76,65
508,51,56,55
509,49,53,55
510,72,72,66
511,55,49,41
512,61,59,63
513,75,82,85
514,63,81,74
515,68,60,68
516,61,89,90
517,79,71,70
518,90,78,78
519,59,67,63
520,49,63,70
521,69,77,72
522,87,85,82
523,55,66,71
524,69,76,77
525,75,71,67
526,55,67,71
527,59,76,64
528,30,33,30
529,88,91,94
530,86,75,78
531,35,52,50
532,45,41,40
533,64,74,72
534,65,64,64
535,72,78,77
536,51,64,64
537,63,65,70
538,56,57,61
539,48,64,61
540,69,79,80
541,35,45,47
542,58,59,58
543,86,90,89
544,81,82,77
545,67,55,52
546,82,81,83
547,67,75,73
548,51,63,70
549,60,63,66
550,39,49,49
551,78,59,68
552,65,67,59
553,55,50,50
554,76,85,86
555,69,82,80
556,77,98,100
557,47,57,59
558,62,67,73
559,76,76,72
560,77,62,64
561,65,74,75
562,56,59,55
563,70,77,77
564,73,71,61
565,74,82,80
566,66,68,60
567,65,50,61
568,64,70,62
569,80,94,91
570,91,80,84
571,75,86,88
572,61,67,64
573,73,81,84
574,51,61,63
575,75,68,66
576,65,60,62
577,81,80,82
578,57,65,61
579,72,77,71
580,51,46,45
581,79,91,95
582,33,47,39
583,78,93,88
584,47,38,44
585,71,57,61
586,44,45,46
587,73,87,81
588,91,86,77
589,72,68,59
590,95,79,87
591,58,51,47
592,45,56,57
593,63,62,56
594,60,58,62
595,52,52,48
596,69,73,64
597,73,67,74
598,25,35,40
599,51,58,55
600,73,71,68
601,43,40,35
602,75,85,81
603,61,71,69
604,71,92,92
605,58,54,47
606,52,58,50
607,78,71,66
608,74,72,73
609,49,63,67
610,57,59,57
611,58,44,38
612,63,64,59
613,69,84,78
614,65,82,84
615,48,51,45
616,60,67,71
617,54,53,50
618,60,73,75
619,82,85,91
620,75,72,64
621,57,73,65
622,73,94,97
623,61,65,68
624,58,50,43
625,86,88,89
626,59,65,60
627,81,79,79
628,89,92,85
629,69,87,89
630,71,78,79
631,100,93,89
632,76,61,66
633,52,62,50
634,67,54,62
635,86,90,83
636,67,64,61
637,58,68,72
638,69,79,70
639,49,58,58
640,89,83,77
641,69,78,72
642,76,79,81
643,85,91,80
644,80,92,83
645,57,79,74
646,66,79,85
647,54,66,63
648,61,75,79
649,65,65,65
650,87,78,77
651,64,61,58
652,71,88,83
653,67,59,60
654,75,67,65
655,63,72,68
656,47,63,58
657,70,73,68
658,83,76,71
659,61,67,56
660,96,98,100
661,78,85,80
662,74,68,66
663,54,62,64
664,60,52,49
665,68,72,67
666,59,76,69
667,42,45,45
668,60,67,68
669,60,67,70
670,65,71,67
671,68,73,69
672,95,99,100
673,67,68,67
674,58,67,64
675,74,79,81
676,65,72,70
677,68,68,69
678,77,76,73
679,82,80,72
680,64,64,56
681,53,61,49
682,75,88,86
683,99,91,91
684,89,83,76
685,66,81,82
686,87,89,90
687,54,50,47
688,91,89,91
689,77,70,62
690,66,67,61
691,66,62,64
692,57,51,44
693,73,71,70
694,94,90,95
695,53,48,50
696,75,82,77
697,61,64,63
698,65,60,66
699,90,100,100
700,74,69,57
701,74,69,68
702,55,62,52
703,43,45,49
704,60,82,78
705,79,73,67
706,64,70,64
707,72,65,70
708,87,93,84
709,56,51,51
710,75,68,69
711,83,86,90
712,67,80,75
713,62,66,66
714,80,71,69
715,40,62,63
716,65,60,54
717,65,71,66
718,57,75,79
719,59,73,78
720,39,50,49
721,67,63,66
722,48,55,55
723,83,94,97
724,85,77,75
725,71,83,75
726,39,49,53
727,50,63,56
728,60,68,66
729,74,75,79
730,87,88,80
731,61,47,51
732,75,81,79
733,73,88,83
734,88,97,100
735,70,78,76
736,38,49,50
737,84,88,90
738,70,74,70
739,55,57,50
740,83,78,72
741,71,82,75
742,65,75,82
743,50,71,64
744,43,50,45
745,72,74,70
746,77,81,80
747,100,100,100
748,77,83,79
749,61,81,79
750,64,53,50
751,45,62,65
752,53,78,76
753,57,54,56
754,50,69,63
755,67,64,64
756,55,62,66
757,62,56,55
758,87,73,70
759,28,17,14
760,47,62,50
761,49,73,59
762,40,54,49
763,63,49,56
764,85,91,94
765,34,37,41
766,83,80,83
767,63,70,69
768,84,81,78
769,58,47,44
770,47,63,65
771,58,61,67
772,44,46,45
773,64,54,50
774,44,39,44
775,61,64,53
776,76,79,77
777,65,73,70
778,85,95,92
779,67,77,73
780,61,68,75
781,55,72,71
782,66,47,42
783,72,82,81
784,82,71,75
785,67,63,69
786,61,67,65
787,52,54,53
788,92,96,95
789,53,52,47
790,53,52,50
791,71,64,60
792,43,40,43
793,74,69,70
794,66,86,81
795,69,85,85
796,37,52,50
797,60,54,51
798,89,86,88
799,49,70,56
800,60,71,73
801,91,100,93
802,71,91,86
803,74,68,69
804,78,78,78
805,74,70,66
806,83,76,78
807,52,53,47
808,64,67,65
809,37,38,32
810,92,82,82
811,78,87,88
812,34,36,35
813,87,100,99
814,92,91,93
815,91,77,69
816,82,86,82
817,62,52,51
818,68,71,71
819,63,65,60
820,47,64,59
821,42,59,53
822,69,67,64
823,59,76,75
824,63,74,76
825,77,67,64
826,84,80,67
827,87,100,100
828,71,84,85
829,57,66,61
830,79,74,67
831,78,88,82
832,53,54,47
833,86,71,67
834,58,68,65
835,79,79,85
836,74,71,67
837,62,73,73
838,86,77,72
839,56,57,47
840,84,83,80
841,96,93,91
842,69,80,79
843,50,40,41
844,84,85,86
845,50,59,61
846,53,68,66
847,80,92,94
848,70,74,69
849,75,88,91
850,78,87,92
851,67,61,61
852,100,96,100
853,79,68,70
854,69,75,76
855,49,63,60
856,76,75,72
857,88,84,83
858,99,85,82
859,48,47,39
860,87,93,89
862,62,74,72
863,80,70,67
864,70,65,65
865,70,70,60
866,78,83,92
867,78,95,97
868,56,62,60
869,53,68,62
870,54,59,56
871,72,76,73
872,67,60,54
873,53,65,58
874,69,72,70
875,81,89,91
876,87,93,94
877,73,82,69
878,63,53,57
879,68,73,68
880,45,49,50
881,71,60,65
882,40,33,32
883,78,67,71
884,65,83,82
885,68,76,77
886,69,58,63
887,56,68,66
888,56,54,51
889,86,85,81
890,90,77,81
891,73,57,67
892,61,69,66
893,36,58,53
894,81,88,85
895,83,69,77
896,65,70,67
897,46,59,54
898,64,65,73
899,51,65,60
900,77,70,72
901,80,94,85
902,83,87,97
903,72,70,65
904,61,77,78
905,78,69,59
906,32,51,53
907,71,69,72
908,65,67,60
909,82,82,85
910,79,80,79
911,59,69,68
912,66,48,43
913,63,75,81
914,71,60,59
915,93,87,91
916,71,87,82
917,72,81,74
918,64,74,81
919,66,74,80
920,78,89,85
921,73,82,76
922,59,73,74
923,79,84,83
924,57,46,47
925,53,65,59
926,83,94,94
927,76,81,88
928,87,97,92
929,95,98,100
930,58,69,70
931,58,59,61
932,78,83,79
933,85,79,82
934,81,88,83
935,64,59,54
936,92,93,87
937,72,63,62
938,63,76,68
939,83,75,77
941,51,72,70
942,50,53,55
943,89,81,82
944,68,79,77
945,69,79,81
946,63,77,71
947,94,91,84
948,100,100,94
949,70,82,76
950,50,59,53
951,82,78,76
953,61,56,53
954,83,87,82
955,43,52,49
956,74,65,68
957,67,53,56
958,74,68,67
959,69,83,77
960,58,66,57
961,68,76,78
962,60,75,75
963,69,87,85
964,62,63,63
965,87,87,96
966,73,78,76
967,64,72,65
968,62,64,67
969,66,63,59
970,71,80,84
971,67,68,56
972,56,77,76
973,61,72,71
974,76,79,81
975,77,68,64
976,59,61,51
977,71,54,56
978,54,44,39
979,66,66,63
980,68,64,60
981,53,63,63
982,80,66,72
983,78,74,72
984,51,58,59
985,81,83,87
986,59,51,50
987,64,60,65
988,79,91,81
989,90,96,97
990,96,85,86
991,70,63,56
992,62,71,69
993,83,72,73
994,55,71,70
995,65,62,56
996,76,81,82
997,61,58,52
998,54,57,61
999,77,66,61
0,56,50,41
1,71,64,57
2,64,64,68
3,68,66,58
4,79,61,59
5,63,63,59
6,76,81,83
7,72,77,66
8,62,70,66
9,51,45,41
10,53,42,44
11,62,57,55
12,47,52,52
13,62,66,56
14,87,98,97
15,88,96,97
16,85,85,75
17,47,45,38
18,63,57,53
19,72,84,74
20,40,60,63
21,67,70,66
22,64,89,82
23,73,83,76
24,83,92,91
25,82,65,67
26,70,84,71
27,85,74,71
28,53,48,50
29,85,92,91
30,57,54,49
31,72,78,80
32,68,78,79
33,31,47,56
34,53,69,71
35,59,52,49
36,74,72,72
37,65,65,67
38,45,53,49
39,79,69,74
40,41,58,58
41,64,74,67
42,50,43,38
43,89,88,88
44,70,69,72
45,77,74,77
46,80,81,74
47,76,65,67
48,55,71,68
49,68,66,62
50,83,92,91
51,76,79,75
53,56,59,56
54,72,69,73
55,74,85,88
56,54,54,59
57,62,75,73
58,79,85,86
59,70,77,71
60,61,63,55
61,65,84,83
62,78,87,86
63,81,87,94
64,42,55,47
65,52,54,44
66,73,74,70
67,69,70,81
68,78,79,76
69,61,82,73
70,62,81,89
71,87,83,82
72,90,84,84
73,89,92,94
74,75,71,72
75,50,67,66
76,68,76,75
77,94,88,93
78,88,89,89
79,69,71,69
80,73,84,86
81,89,100,98
82,59,62,56
83,98,100,98
84,94,89,84
85,59,61,61
86,74,76,70
87,82,92,86
88,59,86,80
89,89,74,77
90,76,82,83
91,58,55,50
92,76,68,63
93,34,59,53
94,76,86,90
95,90,86,83
96,82,76,79
97,64,73,74
98,62,67,70
99,59,77,74
100,73,72,61
101,72,85,84
102,77,75,73
103,69,65,65
104,42,61,57
105,73,77,75
106,59,79,71
107,68,82,82
108,56,63,57
109,91,84,83
110,77,66,65
111,61,60,57
112,56,75,73
113,77,67,67
114,65,70,67
115,55,69,67
116,89,87,83
117,77,83,79
118,77,78,70
120,72,72,74
121,89,90,89
122,73,63,60
123,85,91,78
124,76,82,77
125,74,79,79
126,55,51,45
127,100,94,95
128,36,42,42
129,88,73,79
130,55,70,68
131,88,82,85
132,83,69,64
133,46,38,26
134,52,47,57
135,68,67,61
136,78,81,74
137,68,75,73
138,98,95,95
139,86,89,93
140,58,73,73
141,99,100,100
142,55,50,50
143,73,70,61
144,98,93,91
145,91,98,100
146,75,62,62
147,51,52,55
148,87,80,84
149,72,83,79
150,86,76,73
151,78,85,77
152,89,89,95
153,76,70,70
154,65,76,73
155,88,88,82
156,64,71,68
157,48,43,38
158,82,97,95
159,80,83,79
160,56,67,63
161,79,76,70
162,73,68,73
163,67,74,72
164,50,46,52
165,57,64,68
166,50,63,60
167,62,55,53
168,50,52,51
169,67,61,59
170,60,63,51
171,69,69,64
172,63,67,66
173,63,80,84
174,68,66,61
175,56,67,70
176,58,54,51
177,53,50,51
178,100,99,100
179,47,61,68
180,74,60,65
181,78,64,61
182,69,88,88
183,85,94,92
184,52,60,59
185,63,61,58
186,59,85,83
187,70,84,83
188,53,53,50
189,72,72,78
190,91,93,83
191,89,81,80
192,75,86,83
193,100,100,86
194,67,69,68
195,100,97,93
196,67,72,70
197,65,63,59
198,69,67,70
199,78,100,100
200,42,47,41
201,60,70,73
202,42,51,50
203,93,86,85
204,60,72,74
205,69,71,62
206,47,58,58
207,45,50,52
208,47,53,53
209,76,61,63
210,74,70,68
211,64,72,72
212,77,79,83
213,90,100,100
214,72,78,83
215,100,87,83
216,86,90,90
217,60,73,71
218,67,65,57
219,73,61,60
220,74,71,73
221,76,76,76
222,84,84,85
223,72,59,66
224,77,83,79
225,47,58,51
226,40,50,50
227,58,56,50
228,57,71,67
229,85,82,77
230,61,65,63
231,88,91,89
232,45,50,55
233,66,62,63
234,86,87,80
235,36,44,46
236,66,60,60
237,89,91,85
238,77,82,82
239,93,84,82
240,83,75,77
241,63,63,55
242,83,93,100
243,72,85,85
244,59,59,68
245,84,81,75
246,42,61,68
247,60,54,59
248,63,59,59
249,63,71,75
250,97,92,99
251,68,65,64
252,88,81,80
253,68,63,59
254,51,60,62
255,51,73,68
256,67,77,73
258,79,89,88
259,88,76,77
260,96,97,90
261,58,59,54
262,77,78,72
263,37,39,40
264,47,55,50
265,57,61,59
266,84,93,86
267,88,98,92
268,89,82,82
269,80,100,91
270,55,70,71
271,80,73,84
272,55,52,45
273,74,62,60
274,79,71,73
275,91,86,91
276,74,88,90
277,79,82,77
278,75,75,78
279,49,51,50
280,77,83,88
281,77,76,71
282,70,66,60
283,39,50,39
284,91,91,79
285,16,21,31
286,51,53,47
287,58,70,71
288,49,61,53
289,50,56,56
290,97,83,74
291,58,67,67
292,74,79,80
293,80,90,89
294,64,58,55
295,52,48,46
296,61,67,56
297,90,86,83
298,45,46,44
299,70,78,85
300,63,69,74
301,91,96,91
302,83,94,92
303,38,54,51
304,79,68,66
305,94,86,85
306,67,86,87
307,56,68,71
308,77,77,79
309,70,66,64
310,90,88,82
311,67,62,58
312,73,87,87
313,38,48,55
314,57,69,70
315,70,73,70
316,83,78,80
317,82,84,83
318,83,88,86
319,76,84,89
320,51,68,63
321,60,62,58
322,93,100,99
323,79,84,81
324,62,69,71
325,42,46,49
326,54,52,46
327,66,65,60
328,66,54,49
329,55,57,54
330,79,75,74
331,68,78,70
332,68,66,75
333,82,75,80
334,79,82,86
335,55,58,65
336,62,79,69
337,71,74,78
338,80,82,85
339,62,77,79
340,69,74,72
341,54,52,53
342,66,74,69
343,85,80,74
344,79,85,83
345,50,56,54
346,59,58,57
347,39,46,49
348,54,53,51
349,79,89,91
350,49,61,48
351,55,67,66
352,71,64,59
353,73,70,67
354,84,82,79
355,92,89,90
356,76,86,84
357,78,74,66
358,47,46,46
359,96,81,80
360,72,77,76
361,61,60,55
362,51,54,56
363,60,75,62
364,71,71,67
365,42,47,50
366,61,52,54
367,39,56,46
368,96,100,100
369,59,66,74
370,80,100,94
371,58,64,67
372,48,59,59
373,54,63,57
374,59,73,81
375,58,70,71
376,73,71,71
377,80,88,93
378,47,62,57
379,74,76,79
380,61,59,60
381,42,57,54
382,60,58,60
383,41,38,36
384,59,70,66
385,78,79,83
386,47,47,48
387,70,69,59
388,59,54,52
389,77,67,69
390,39,48,46
391,72,75,77
392,68,63,55
393,51,56,60
394,90,100,100
395,59,76,71
396,43,46,44
397,66,65,69
398,81,78,73
399,47,63,62
400,73,70,58
401,58,65,66
402,95,100,97
403,95,96,91
404,76,68,62
405,67,73,70
406,64,74,71
407,82,93,90
408,55,56,54
409,39,52,46
410,62,56,52
411,100,94,99
412,55,60,56
413,34,51,53
414,49,46,42
415,100,96,99
416,69,83,79
417,77,73,72
418,48,64,60
419,63,65,62
420,40,50,56
421,100,93,99
422,77,67,73
423,71,70,73
424,39,49,51
425,86,75,75
426,82,76,84
427,52,66,63
428,64,50,54
429,80,85,75
431,75,89,89
432,56,49,49
433,90,86,78
434,54,64,67
435,82,75,73
436,60,52,53
437,61,54,50
438,85,85,84
439,51,58,56
440,74,77,71
441,43,49,49
442,31,40,37
443,64,65,58
444,68,63,58
445,90,79,81
446,34,42,38
447,40,43,34
448,70,63,70
449,62,67,73
450,64,67,69
451,68,67,67
452,82,77,72
453,68,71,70
454,53,68,67
455,80,76,74
456,83,93,90
457,55,58,51
458,60,75,70
459,66,79,84
460,99,100,100
461,72,73,69
462,57,56,51
463,74,74,78
464,85,83,78
465,61,79,76
466,63,64,71
467,45,44,40
468,77,69,68
469,76,80,80
470,66,57,57
471,66,82,75
472,59,71,71
473,61,77,78
475,94,100,95
476,44,53,48
477,89,87,97
478,76,71,69
479,92,92,90
480,84,74,79
481,62,74,81
482,96,90,91
483,65,70,66
484,54,61,67
485,63,63,59
486,47,51,49
487,70,72,67
488,60,60,59
489,69,85,86
490,63,51,61
491,67,76,83
492,71,61,64
493,55,50,49
494,89,93,90
495,88,78,77
496,76,64,65
497,80,85,76
498,72,81,81
499,50,70,66
500,51,58,65
501,39,50,48
502,59,63,55
503,77,86,81
504,77,76,80
505,84,92,93
506,63,57,50
507,71,80,85
508,83,90,88
509,69,84,75
510,94,95,97
511,67,62,67
512,63,71,63
513,83,82,85
514,46,51,63
515,77,83,80
516,74,83,88
517,60,56,47
518,62,70,72
519,67,67,63
520,56,63,65
521,69,75,70
522,80,73,76
523,62,59,57
524,61,70,70
525,48,64,60
526,82,82,90
527,75,76,80
528,68,60,66
529,61,54,48
530,50,57,49
531,83,74,84
532,55,77,71
533,89,76,69
534,52,63,62
535,86,84,82
536,83,70,60
537,50,58,47
538,66,58,55
539,78,71,70
540,56,54,44
541,88,85,79
542,60,52,52
543,80,92,92
544,71,62,62
545,52,51,51
546,76,88,90
547,73,84,70
548,55,67,64
549,58,66,71
550,87,99,100
551,68,63,62
552,63,69,65
553,83,81,79
554,59,56,47
555,82,78,76
556,77,66,59
557,38,30,34
558,60,80,72
559,98,89,90
560,59,51,54
561,71,79,81
562,67,72,74
563,68,71,71
564,64,88,81
565,59,66,56
566,32,36,38
567,80,73,76
568,84,97,97
569,42,59,61
570,52,51,49
571,69,75,82
572,75,80,81
573,65,71,74
574,100,78,83
575,65,63,63
576,53,60,61
577,68,61,65
578,93,100,98
579,58,53,49
580,53,56,49
581,48,49,50
582,68,83,88
583,56,58,62
584,47,35,36
585,62,92,84
586,53,61,56
587,72,62,66
588,62,75,67
589,35,54,50
590,84,91,96
591,89,100,100
592,39,56,52
593,50,67,65
594,50,66,62
595,80,76,75
596,88,92,90
597,85,82,83
598,67,64,53
599,76,73,68
600,71,60,57
601,50,56,57
602,66,73,74
603,69,76,71
604,53,60,64
605,57,70,73
606,100,100,100
607,60,60,56
608,50,61,71
609,100,98,100
610,76,85,85
612,46,52,56
613,61,69,70
614,63,72,68
615,61,68,65
616,86,86,83
617,44,61,64
618,87,86,77
619,58,51,55
620,84,91,94
621,85,67,72
622,68,76,83
623,73,58,62
624,48,57,65
625,95,100,100
626,89,76,77
627,68,72,69
628,72,59,66
629,68,66,70
630,86,73,77
631,59,49,46
632,77,88,91
633,78,81,85
634,83,74,78
635,75,84,89
636,56,70,69
637,83,86,86
638,72,79,75
639,58,68,65
640,77,79,75
641,87,96,91
642,51,65,66
643,89,96,96
644,62,65,63
645,72,93,86
646,83,82,76
647,51,59,56
648,66,64,65
649,75,74,76
650,77,81,77
651,43,37,45
652,80,76,75
653,57,69,64
654,60,58,59
655,57,56,57
656,87,93,92
657,47,54,55
658,70,70,62
659,57,68,65
660,68,71,69
661,63,78,74
662,73,78,84
663,82,66,69
664,68,56,57
665,54,74,76
666,68,65,69
667,60,52,49
668,65,69,67
669,77,77,76
670,85,82,79
671,53,40,44
672,96,89,96
673,65,55,53
674,70,81,82
675,37,44,34
676,61,60,57
677,87,89,88
678,51,65,65
679,78,78,81
680,77,69,68
681,55,35,42
682,83,83,74
683,58,54,55
684,61,68,70
685,63,58,57
686,78,74,75
687,67,67,65
688,42,49,53
689,75,77,69
690,45,55,60
691,61,43,57
692,86,92,94
693,83,84,88
694,88,77,77
695,71,86,78
696,80,87,93
697,52,55,59
698,48,53,51
699,76,81,75
700,57,51,47
701,79,76,72
702,65,64,65
703,63,72,67
704,70,76,75
705,57,69,69
706,55,48,51
707,87,98,100
708,46,54,52
709,43,57,62
710,51,66,67
711,97,86,85
712,85,82,81
713,92,95,100
714,69,70,72
715,60,47,49
716,55,62,57
717,47,71,70
718,100,96,93
719,60,78,74
720,76,72,73
721,64,72,74
722,90,92,89
723,48,53,48
724,60,74,74
725,62,61,58
726,68,68,65
727,81,86,77
728,64,77,74
729,68,75,71
730,82,76,75
731,88,74,74
732,63,70,74
733,79,79,77
734,55,56,53
735,58,56,51
736,57,64,62
737,41,53,51
738,97,100,95
739,86,87,82
740,57,47,50
741,41,55,52
742,83,92,95
744,88,79,81
745,53,70,70
746,57,50,50
748,78,74,68
749,56,64,69
750,71,72,65
751,100,97,88
752,53,73,68
753,79,96,89
754,57,63,59
755,51,60,50
756,83,86,89
757,80,78,82
758,70,59,56
759,86,80,79
760,62,65,56
761,60,61,59
762,50,48,51
763,68,69,64
764,58,47,50
765,62,63,56
766,47,68,61
767,83,85,84
768,81,77,75
769,33,43,45
770,45,55,54
771,68,67,66
772,64,70,74
773,73,75,70
774,57,48,45
775,86,76,70
776,51,61,62
777,49,63,58
778,60,62,56
779,65,55,61
780,51,53,56
781,71,67,63
782,71,61,56
783,72,71,74
784,57,74,76
785,70,83,82
786,45,60,57
787,75,69,69
788,75,81,78
789,71,86,93
790,51,57,51
791,48,72,66
792,56,81,80
793,50,48,44
794,51,49,47
795,54,77,70
796,64,63,59
797,77,67,62
798,64,71,72
799,74,91,92
800,67,78,72
801,76,65,64
802,77,90,99
803,50,40,48
804,76,79,80
805,68,71,70
806,79,79,78
807,76,82,78
808,62,50,43
809,79,93,83
810,83,82,65
811,68,62,60
812,88,87,87
813,49,52,42
814,59,59,56
815,53,63,65
816,73,73,69
817,78,67,65
818,74,66,66
819,70,76,75
820,74,83,78
821,70,68,64
822,84,86,79
823,61,82,78
824,83,88,96
825,61,66,71
826,76,76,69
827,69,72,66
828,50,50,42
829,66,57,60
830,75,77,79
831,56,57,56
832,83,74,66
833,64,58,57
834,70,74,81
835,62,65,64
836,90,80,77
837,89,100,100
838,60,60,57
839,51,58,59
840,80,81,88
841,72,73,76
842,54,66,68
843,91,96,91
844,54,62,65
845,88,98,95
846,82,84,86
847,82,76,69
848,39,49,41
849,52,53,56
850,77,74,72
851,18,33,31
852,70,67,73
853,62,76,69
854,67,77,78
855,68,73,72
856,84,69,77
857,74,88,79
858,86,87,78
859,43,63,62
860,89,92,91
861,45,49,49
862,62,62,58
863,92,84,79
864,85,83,80
865,70,60,60
866,73,65,64
867,86,70,78
868,74,59,57
869,18,30,35
870,81,78,78
871,67,56,49
872,81,77,82
873,70,71,70
874,92,100,99
875,68,84,85
876,64,63,58
877,60,67,67
878,79,74,76
879,84,85,88
880,75,61,62
881,39,53,48
882,63,61,55
883,46,60,58
884,53,68,68
885,45,43,44
886,81,78,84
887,47,39,35
888,58,55,51
889,77,61,64
890,100,94,94
891,77,70,62
892,68,84,77
893,62,71,74
894,63,76,75
895,46,62,67
896,74,68,58
897,60,50,45
898,60,66,60
899,75,77,75
900,72,59,62
901,79,80,78
902,98,100,100
903,87,92,90
904,42,39,36
905,69,70,61
906,79,85,84
907,78,68,66
908,52,51,58
909,56,61,65
910,89,93,92
911,86,81,79
912,53,65,61
913,75,80,76
914,65,52,53
915,61,58,61
916,70,67,67
917,86,79,84
918,77,95,95
919,61,74,61
920,79,84,85
921,73,72,68
922,50,60,59
923,64,67,73
924,80,80,83
925,74,88,89
926,77,85,88
927,45,43,37
928,79,89,87
929,61,59,55
930,41,48,52
931,65,64,70
932,89,89,84
933,77,84,84
934,55,72,74
935,33,30,25
936,66,73,71
937,79,79,72
938,61,76,74
939,57,57,57
940,71,85,80
941,54,67,54
942,63,72,72
943,68,81,88
944,68,73,64
945,87,88,88
946,49,55,56
947,69,66,65
948,72,80,76
949,47,49,55
950,66,57,54
951,48,59,57
952,51,67,57
953,44,44,52
954,71,55,51
955,49,52,44
956,79,65,66
957,93,93,100
958,51,53,47
959,63,74,71
960,71,72,68
961,60,59,55
962,71,78,73
963,72,76,75
964,43,51,50
965,74,79,75
966,74,69,65
967,48,41,40
968,61,59,58
969,97,100,100
970,76,65,57
971,73,75,81
972,72,75,74
973,78,97,98
974,75,72,70
975,49,48,44
976,60,69,65
978,57,69,59
979,86,83,77
980,68,63,58
981,68,59,68
982,57,66,62
983,52,50,48
984,85,82,85
985,43,46,41
986,40,45,47
987,63,72,74
988,67,65,60
989,51,60,55
990,11,24,18
991,85,87,86
992,66,77,75
993,82,87,82
994,79,86,88
995,75,78,78
996,33,37,38
997,77,68,67
998,63,63,73
999,43,47,39
0,49,68,66
1,71,80,84
2,72,68,68
3,50,64,63
4,95,94,95
5,82,70,71
6,70,80,78
7,59,61,52
8,76,87,83
9,63,71,68
10,47,46,49
11,70,87,84
12,100,98,100
13,62,71,68
14,57,78,68
15,69,80,79
16,71,58,55
17,81,76,74
18,60,70,70
19,44,65,62
20,51,62,53
21,74,78,81
22,85,76,78
23,88,98,93
24,88,100,96
25,66,79,70
26,71,77,69
27,57,57,45
28,48,60,53
29,45,45,44
30,63,75,70
31,71,80,76
33,62,86,88
34,54,57,65
35,76,80,76
36,84,75,78
37,80,71,69
38,56,49,39
39,44,55,48
40,45,50,49
41,95,88,88
42,72,65,62
43,52,69,71
44,91,88,82
45,86,83,77
46,85,89,88
47,65,66,65
48,58,59,57
49,66,76,77
50,87,82,90
51,51,50,44
52,62,63,64
53,68,64,60
54,74,84,79
55,54,58,57
57,81,86,88
58,48,59,51
59,70,62,49
60,66,65,64
61,71,69,78
62,48,57,61
63,42,37,34
64,69,69,67
65,93,78,74
66,85,71,74
67,52,55,52
